BOLA1_NM_016074	1353	1769	1017	1165	1484	1345	1163	1086	1194	1251	957
BPNT1_NM_006085	8102	9104	6387	9283	7682	6296	5423	6011	8088	8084	5563
BRDT_NM_001242805	0	0	0	0	0	0	0	1	0	0	0
BRDT_NM_001242806	0	0	0	0	0	0	0	1	0	0	0
BRDT_NM_001242807	0	0	0	0	0	0	0	1	0	0	0
BRDT_NM_001242808	0	0	0	0	0	0	0	1	0	0	0
BRDT_NM_001242810	0	0	0	0	0	0	0	1	0	0	0
BRDT_NM_001726	0	0	0	0	0	0	0	1	0	0	0
BRDT_NM_207189	0	0	0	0	0	0	0	1	0	0	0
BROX_NM_144695	5838	8245	4230	4551	7308	5056	2965	7329	5366	6286	4664
BRP44_NM_001143674	24017	24994	19201	14716	22404	25003	13343	14130	21448	26433	16339
BRP44_NM_015415	23915	24850	19117	14623	22321	24860	13265	14024	21306	26315	16235
BRP44_NR_026550	23723	24509	18846	14482	22124	24462	13096	13747	21040	26068	16077
BSDC1_NM_001143888	16502	17613	11379	15870	16828	11872	13711	17012	18910	15503	11172
BSDC1_NM_001143889	15309	16290	10442	14732	15494	10906	12561	15608	17435	14277	10251
BSDC1_NM_001143890	14323	15218	9782	13906	14475	10248	11857	14644	16313	13388	9560
BSDC1_NM_018045	16477	17594	11367	15853	16811	11854	13695	16992	18890	15475	11161
BSND_NM_057176	0	0	0	0	0	0	0	0	0	0	0
BTBD19_NM_001136537	703	869	412	1118	245	545	928	1878	1012	799	386
BTBD8_NM_183242	66	142	61	95	78	91	70	107	116	49	43
BTF3L4_NM_001136497	14798	7964	6730	9936	11029	7683	5675	8169	11278	14594	9666
BTF3L4_NM_001243767	13297	7227	6009	9021	9880	6967	5198	7476	10231	13098	8854
BTF3L4_NM_152265	15433	8193	6961	10303	11498	7950	5865	8403	11661	15089	10007
BTG2_NM_006763	1549	2693	1891	2418	1122	2469	1956	1355	1962	2560	1112
C1orf100_NM_001012970	0	0	3	0	0	0	0	0	0	0	0
C1orf101_NM_001130957	58	94	32	63	42	34	129	116	48	37	47
C1orf101_NM_001242340	51	89	27	51	40	34	107	114	48	31	40
C1orf101_NM_173807	57	90	32	63	42	29	126	116	48	37	44
C1orf105_NM_139240	23	31	6	19	20	19	4	32	35	33	18
C1orf106_NM_001142569	4	0	6	0	6	2	1	2	9	0	2
C1orf106_NM_018265	4	0	6	0	6	2	1	2	10	0	2
C1orf109_NM_017850	2231	3014	1833	1916	3190	2228	1623	2179	2076	2355	1682
C1orf110_NM_178550	1	2	2	0	14	0	0	2	4	12	2
C1orf111_NM_182581	6	0	0	0	0	0	3	0	6	0	3
C1orf112_NM_018186	1233	1575	1732	1723	7271	1446	1745	2128	1040	1700	2163
C1orf114_NM_021179	38	27	19	13	19	26	23	52	27	28	31
